Plate_ID,Well,Sample,Type,number_of_cells/capsules,Group_1,Group_2,Group_3,Index_Set,Index_Well,Index_Name,Plate_Barcode,FA_Well
BP9735_SitukAM.1,K20,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,L20,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,M20,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,N20,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,O20,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,P20,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,A21,SitukAM,sample,1.0,Bright,,,PE18,A11,PE18_A11,XUPVQ-1,A11
BP9735_SitukAM.1,B21,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,C21,SitukAM,sample,1.0,Bright,,,PE18,B11,PE18_B11,XUPVQ-1,B11
BP9735_SitukAM.1,D21,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,E21,SitukAM,sample,1.0,Bright,,,PE18,C11,PE18_C11,XUPVQ-1,C11
BP9735_SitukAM.1,F21,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,G21,SitukAM,sample,1.0,Bright,,,PE18,D11,PE18_D11,XUPVQ-1,D11
BP9735_SitukAM.1,H21,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,I21,SitukAM,sample,1.0,Bright,,,PE18,E11,PE18_E11,XUPVQ-1,E11
BP9735_SitukAM.1,J21,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,K21,SitukAM,sample,1.0,Bright,,,PE18,F11,PE18_F11,XUPVQ-1,F11
BP9735_SitukAM.1,L21,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,M21,SitukAM,sample,1.0,Bright,,,PE18,G11,PE18_G11,XUPVQ-1,G11
BP9735_SitukAM.1,N21,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,O21,SitukAM,sample,1.0,Bright,,,PE18,H11,PE18_H11,XUPVQ-1,H11
BP9735_SitukAM.1,P21,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,A22,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,B22,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,C22,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,D22,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,E22,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,F22,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,G22,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,H22,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,I22,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,J22,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,K22,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,L22,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,M22,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,N22,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,O22,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,P22,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,A23,,neg_cntrl,0.0,empty,,,PE18,A12,PE18_A12,XUPVQ-1,A12
BP9735_SitukAM.1,B23,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,C23,,neg_cntrl,0.0,empty,,,PE18,B12,PE18_B12,XUPVQ-1,B12
BP9735_SitukAM.1,D23,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,E23,,pos_cntrl,,DNA,,,PE18,C12,PE18_C12,XUPVQ-1,C12
BP9735_SitukAM.1,F23,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,G23,,pos_cntrl,,DNA,,,PE18,D12,PE18_D12,XUPVQ-1,D12
BP9735_SitukAM.1,H23,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,I23,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,J23,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,K23,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,L23,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,M23,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,N23,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,O23,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,P23,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,A24,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,B24,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,C24,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,D24,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,E24,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,F24,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,G24,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,H24,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,I24,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,J24,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,K24,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,L24,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,M24,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,N24,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,O24,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.1,P24,,unused,,,,,,,,XUPVQ-1,
BP9735_SitukAM.2,A1,SitukAM,sample,1.0,Bright,,,PE19,A1,PE19_A01,XUPVQ-2,A1
BP9735_SitukAM.2,B1,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,C1,SitukAM,sample,1.0,Bright,,,PE19,B1,PE19_B01,XUPVQ-2,B1
BP9735_SitukAM.2,D1,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,E1,SitukAM,sample,1.0,Bright,,,PE19,C1,PE19_C01,XUPVQ-2,C1
BP9735_SitukAM.2,F1,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,G1,SitukAM,sample,1.0,Bright,,,PE19,D1,PE19_D01,XUPVQ-2,D1
BP9735_SitukAM.2,H1,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,I1,SitukAM,sample,1.0,Bright,,,PE19,E1,PE19_E01,XUPVQ-2,E1
BP9735_SitukAM.2,J1,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,K1,SitukAM,sample,1.0,Bright,,,PE19,F1,PE19_F01,XUPVQ-2,F1
BP9735_SitukAM.2,L1,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,M1,SitukAM,sample,1.0,Bright,,,PE19,G1,PE19_G01,XUPVQ-2,G1
BP9735_SitukAM.2,N1,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,O1,SitukAM,sample,1.0,Bright,,,PE19,H1,PE19_H01,XUPVQ-2,H1
BP9735_SitukAM.2,P1,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,A2,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,B2,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,C2,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,D2,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,E2,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,F2,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,G2,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,H2,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,I2,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,J2,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,K2,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,L2,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,M2,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,N2,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,O2,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,P2,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,A3,SitukAM,sample,1.0,Bright,,,PE19,A2,PE19_A02,XUPVQ-2,A2
BP9735_SitukAM.2,B3,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,C3,SitukAM,sample,1.0,Bright,,,PE19,B2,PE19_B02,XUPVQ-2,B2
BP9735_SitukAM.2,D3,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,E3,SitukAM,sample,1.0,Bright,,,PE19,C2,PE19_C02,XUPVQ-2,C2
BP9735_SitukAM.2,F3,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,G3,SitukAM,sample,1.0,Bright,,,PE19,D2,PE19_D02,XUPVQ-2,D2
BP9735_SitukAM.2,H3,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,I3,SitukAM,sample,1.0,Bright,,,PE19,E2,PE19_E02,XUPVQ-2,E2
BP9735_SitukAM.2,J3,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,K3,SitukAM,sample,1.0,Bright,,,PE19,F2,PE19_F02,XUPVQ-2,F2
BP9735_SitukAM.2,L3,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,M3,SitukAM,sample,1.0,Bright,,,PE19,G2,PE19_G02,XUPVQ-2,G2
BP9735_SitukAM.2,N3,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,O3,SitukAM,sample,1.0,Bright,,,PE19,H2,PE19_H02,XUPVQ-2,H2
BP9735_SitukAM.2,P3,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,A4,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,B4,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,C4,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,D4,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,E4,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,F4,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,G4,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,H4,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,I4,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,J4,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,K4,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,L4,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,M4,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,N4,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,O4,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,P4,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,A5,SitukAM,sample,1.0,Bright,,,PE19,A3,PE19_A03,XUPVQ-2,A3
BP9735_SitukAM.2,B5,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,C5,SitukAM,sample,1.0,Bright,,,PE19,B3,PE19_B03,XUPVQ-2,B3
BP9735_SitukAM.2,D5,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,E5,SitukAM,sample,1.0,Bright,,,PE19,C3,PE19_C03,XUPVQ-2,C3
BP9735_SitukAM.2,F5,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,G5,SitukAM,sample,1.0,Bright,,,PE19,D3,PE19_D03,XUPVQ-2,D3
BP9735_SitukAM.2,H5,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,I5,SitukAM,sample,1.0,Bright,,,PE19,E3,PE19_E03,XUPVQ-2,E3
BP9735_SitukAM.2,J5,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,K5,SitukAM,sample,1.0,Bright,,,PE19,F3,PE19_F03,XUPVQ-2,F3
BP9735_SitukAM.2,L5,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,M5,SitukAM,sample,1.0,Bright,,,PE19,G3,PE19_G03,XUPVQ-2,G3
BP9735_SitukAM.2,N5,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,O5,SitukAM,sample,1.0,Bright,,,PE19,H3,PE19_H03,XUPVQ-2,H3
BP9735_SitukAM.2,P5,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,A6,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,B6,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,C6,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,D6,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,E6,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,F6,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,G6,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,H6,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,I6,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,J6,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,K6,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,L6,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,M6,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,N6,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,O6,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,P6,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,A7,SitukAM,sample,1.0,Bright,,,PE19,A4,PE19_A04,XUPVQ-2,A4
BP9735_SitukAM.2,B7,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,C7,SitukAM,sample,1.0,Bright,,,PE19,B4,PE19_B04,XUPVQ-2,B4
BP9735_SitukAM.2,D7,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,E7,SitukAM,sample,1.0,Bright,,,PE19,C4,PE19_C04,XUPVQ-2,C4
BP9735_SitukAM.2,F7,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,G7,SitukAM,sample,1.0,Bright,,,PE19,D4,PE19_D04,XUPVQ-2,D4
BP9735_SitukAM.2,H7,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,I7,SitukAM,sample,1.0,Bright,,,PE19,E4,PE19_E04,XUPVQ-2,E4
BP9735_SitukAM.2,J7,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,K7,SitukAM,sample,1.0,Bright,,,PE19,F4,PE19_F04,XUPVQ-2,F4
BP9735_SitukAM.2,L7,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,M7,SitukAM,sample,1.0,Bright,,,PE19,G4,PE19_G04,XUPVQ-2,G4
BP9735_SitukAM.2,N7,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,O7,SitukAM,sample,1.0,Bright,,,PE19,H4,PE19_H04,XUPVQ-2,H4
BP9735_SitukAM.2,P7,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,A8,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,B8,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,C8,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,D8,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,E8,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,F8,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,G8,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,H8,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,I8,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,J8,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,K8,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,L8,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,M8,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,N8,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,O8,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,P8,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,A9,SitukAM,sample,1.0,Bright,,,PE19,A5,PE19_A05,XUPVQ-2,A5
BP9735_SitukAM.2,B9,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,C9,SitukAM,sample,1.0,Bright,,,PE19,B5,PE19_B05,XUPVQ-2,B5
BP9735_SitukAM.2,D9,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,E9,SitukAM,sample,1.0,Bright,,,PE19,C5,PE19_C05,XUPVQ-2,C5
BP9735_SitukAM.2,F9,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,G9,SitukAM,sample,1.0,Bright,,,PE19,D5,PE19_D05,XUPVQ-2,D5
BP9735_SitukAM.2,H9,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,I9,SitukAM,sample,1.0,Bright,,,PE19,E5,PE19_E05,XUPVQ-2,E5
BP9735_SitukAM.2,J9,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,K9,SitukAM,sample,1.0,Bright,,,PE19,F5,PE19_F05,XUPVQ-2,F5
BP9735_SitukAM.2,L9,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,M9,SitukAM,sample,1.0,Bright,,,PE19,G5,PE19_G05,XUPVQ-2,G5
BP9735_SitukAM.2,N9,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,O9,SitukAM,sample,1.0,Bright,,,PE19,H5,PE19_H05,XUPVQ-2,H5
BP9735_SitukAM.2,P9,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,A10,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,B10,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,C10,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,D10,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,E10,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,F10,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,G10,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,H10,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,I10,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,J10,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,K10,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,L10,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,M10,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,N10,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,O10,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,P10,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,A11,SitukAM,sample,1.0,Bright,,,PE19,A6,PE19_A06,XUPVQ-2,A6
BP9735_SitukAM.2,B11,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,C11,SitukAM,sample,1.0,Bright,,,PE19,B6,PE19_B06,XUPVQ-2,B6
BP9735_SitukAM.2,D11,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,E11,SitukAM,sample,1.0,Bright,,,PE19,C6,PE19_C06,XUPVQ-2,C6
BP9735_SitukAM.2,F11,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,G11,SitukAM,sample,1.0,Bright,,,PE19,D6,PE19_D06,XUPVQ-2,D6
BP9735_SitukAM.2,H11,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,I11,SitukAM,sample,1.0,Bright,,,PE19,E6,PE19_E06,XUPVQ-2,E6
BP9735_SitukAM.2,J11,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,K11,SitukAM,sample,1.0,Bright,,,PE19,F6,PE19_F06,XUPVQ-2,F6
BP9735_SitukAM.2,L11,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,M11,SitukAM,sample,1.0,Bright,,,PE19,G6,PE19_G06,XUPVQ-2,G6
BP9735_SitukAM.2,N11,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,O11,SitukAM,sample,1.0,Bright,,,PE19,H6,PE19_H06,XUPVQ-2,H6
BP9735_SitukAM.2,P11,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,A12,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,B12,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,C12,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,D12,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,E12,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,F12,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,G12,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,H12,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,I12,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,J12,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,K12,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,L12,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,M12,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,N12,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,O12,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,P12,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,A13,SitukAM,sample,1.0,Bright,,,PE19,A7,PE19_A07,XUPVQ-2,A7
BP9735_SitukAM.2,B13,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,C13,SitukAM,sample,1.0,Bright,,,PE19,B7,PE19_B07,XUPVQ-2,B7
BP9735_SitukAM.2,D13,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,E13,SitukAM,sample,1.0,Bright,,,PE19,C7,PE19_C07,XUPVQ-2,C7
BP9735_SitukAM.2,F13,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,G13,SitukAM,sample,1.0,Bright,,,PE19,D7,PE19_D07,XUPVQ-2,D7
BP9735_SitukAM.2,H13,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,I13,SitukAM,sample,1.0,Bright,,,PE19,E7,PE19_E07,XUPVQ-2,E7
BP9735_SitukAM.2,J13,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,K13,SitukAM,sample,1.0,Bright,,,PE19,F7,PE19_F07,XUPVQ-2,F7
BP9735_SitukAM.2,L13,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,M13,SitukAM,sample,1.0,Bright,,,PE19,G7,PE19_G07,XUPVQ-2,G7
BP9735_SitukAM.2,N13,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,O13,SitukAM,sample,1.0,Bright,,,PE19,H7,PE19_H07,XUPVQ-2,H7
BP9735_SitukAM.2,P13,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,A14,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,B14,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,C14,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,D14,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,E14,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,F14,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,G14,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,H14,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,I14,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,J14,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,K14,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,L14,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,M14,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,N14,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,O14,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,P14,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,A15,SitukAM,sample,1.0,Bright,,,PE19,A8,PE19_A08,XUPVQ-2,A8
BP9735_SitukAM.2,B15,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,C15,SitukAM,sample,1.0,Bright,,,PE19,B8,PE19_B08,XUPVQ-2,B8
BP9735_SitukAM.2,D15,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,E15,SitukAM,sample,1.0,Bright,,,PE19,C8,PE19_C08,XUPVQ-2,C8
BP9735_SitukAM.2,F15,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,G15,SitukAM,sample,1.0,Bright,,,PE19,D8,PE19_D08,XUPVQ-2,D8
BP9735_SitukAM.2,H15,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,I15,SitukAM,sample,1.0,Bright,,,PE19,E8,PE19_E08,XUPVQ-2,E8
BP9735_SitukAM.2,J15,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,K15,SitukAM,sample,1.0,Bright,,,PE19,F8,PE19_F08,XUPVQ-2,F8
BP9735_SitukAM.2,L15,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,M15,SitukAM,sample,1.0,Bright,,,PE19,G8,PE19_G08,XUPVQ-2,G8
BP9735_SitukAM.2,N15,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,O15,SitukAM,sample,1.0,Bright,,,PE19,H8,PE19_H08,XUPVQ-2,H8
BP9735_SitukAM.2,P15,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,A16,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,B16,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,C16,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,D16,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,E16,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,F16,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,G16,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,H16,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,I16,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,J16,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,K16,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,L16,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,M16,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,N16,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,O16,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,P16,,unused,,,,,,,,XUPVQ-2,
