Plate_ID,Well,Sample,Type,number_of_cells/capsules,Group_1,Group_2,Group_3,Index_Set,Index_Well,Index_Name,Plate_Barcode,FA_Well
BP9735_SitukAM.2,A17,SitukAM,sample,1.0,Bright,,,PE19,A9,PE19_A09,XUPVQ-2,A9
BP9735_SitukAM.2,B17,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,C17,SitukAM,sample,1.0,Bright,,,PE19,B9,PE19_B09,XUPVQ-2,B9
BP9735_SitukAM.2,D17,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,E17,SitukAM,sample,1.0,Bright,,,PE19,C9,PE19_C09,XUPVQ-2,C9
BP9735_SitukAM.2,F17,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,G17,SitukAM,sample,1.0,Bright,,,PE19,D9,PE19_D09,XUPVQ-2,D9
BP9735_SitukAM.2,H17,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,I17,SitukAM,sample,1.0,Bright,,,PE19,E9,PE19_E09,XUPVQ-2,E9
BP9735_SitukAM.2,J17,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,K17,SitukAM,sample,1.0,Bright,,,PE19,F9,PE19_F09,XUPVQ-2,F9
BP9735_SitukAM.2,L17,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,M17,SitukAM,sample,1.0,Bright,,,PE19,G9,PE19_G09,XUPVQ-2,G9
BP9735_SitukAM.2,N17,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,O17,SitukAM,sample,1.0,Bright,,,PE19,H9,PE19_H09,XUPVQ-2,H9
BP9735_SitukAM.2,P17,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,A18,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,B18,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,C18,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,D18,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,E18,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,F18,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,G18,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,H18,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,I18,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,J18,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,K18,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,L18,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,M18,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,N18,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,O18,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,P18,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,A19,SitukAM,sample,1.0,Bright,,,PE19,A10,PE19_A10,XUPVQ-2,A10
BP9735_SitukAM.2,B19,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,C19,SitukAM,sample,1.0,Bright,,,PE19,B10,PE19_B10,XUPVQ-2,B10
BP9735_SitukAM.2,D19,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,E19,SitukAM,sample,1.0,Bright,,,PE19,C10,PE19_C10,XUPVQ-2,C10
BP9735_SitukAM.2,F19,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,G19,SitukAM,sample,1.0,Bright,,,PE19,D10,PE19_D10,XUPVQ-2,D10
BP9735_SitukAM.2,H19,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,I19,SitukAM,sample,1.0,Bright,,,PE19,E10,PE19_E10,XUPVQ-2,E10
BP9735_SitukAM.2,J19,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,K19,SitukAM,sample,1.0,Bright,,,PE19,F10,PE19_F10,XUPVQ-2,F10
BP9735_SitukAM.2,L19,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,M19,SitukAM,sample,1.0,Bright,,,PE19,G10,PE19_G10,XUPVQ-2,G10
BP9735_SitukAM.2,N19,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,O19,SitukAM,sample,1.0,Bright,,,PE19,H10,PE19_H10,XUPVQ-2,H10
BP9735_SitukAM.2,P19,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,A20,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,B20,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,C20,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,D20,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,E20,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,F20,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,G20,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,H20,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,I20,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,J20,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,K20,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,L20,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,M20,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,N20,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,O20,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,P20,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,A21,SitukAM,sample,1.0,Bright,,,PE19,A11,PE19_A11,XUPVQ-2,A11
BP9735_SitukAM.2,B21,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,C21,SitukAM,sample,1.0,Bright,,,PE19,B11,PE19_B11,XUPVQ-2,B11
BP9735_SitukAM.2,D21,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,E21,SitukAM,sample,1.0,Bright,,,PE19,C11,PE19_C11,XUPVQ-2,C11
BP9735_SitukAM.2,F21,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,G21,SitukAM,sample,1.0,Bright,,,PE19,D11,PE19_D11,XUPVQ-2,D11
BP9735_SitukAM.2,H21,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,I21,SitukAM,sample,1.0,Bright,,,PE19,E11,PE19_E11,XUPVQ-2,E11
BP9735_SitukAM.2,J21,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,K21,SitukAM,sample,1.0,Bright,,,PE19,F11,PE19_F11,XUPVQ-2,F11
BP9735_SitukAM.2,L21,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,M21,SitukAM,sample,1.0,Bright,,,PE19,G11,PE19_G11,XUPVQ-2,G11
BP9735_SitukAM.2,N21,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,O21,SitukAM,sample,1.0,Bright,,,PE19,H11,PE19_H11,XUPVQ-2,H11
BP9735_SitukAM.2,P21,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,A22,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,B22,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,C22,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,D22,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,E22,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,F22,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,G22,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,H22,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,I22,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,J22,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,K22,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,L22,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,M22,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,N22,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,O22,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,P22,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,A23,,neg_cntrl,0.0,empty,,,PE19,A12,PE19_A12,XUPVQ-2,A12
BP9735_SitukAM.2,B23,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,C23,,neg_cntrl,0.0,empty,,,PE19,B12,PE19_B12,XUPVQ-2,B12
BP9735_SitukAM.2,D23,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,E23,,pos_cntrl,,DNA,,,PE19,C12,PE19_C12,XUPVQ-2,C12
BP9735_SitukAM.2,F23,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,G23,,pos_cntrl,,DNA,,,PE19,D12,PE19_D12,XUPVQ-2,D12
BP9735_SitukAM.2,H23,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,I23,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,J23,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,K23,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,L23,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,M23,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,N23,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,O23,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,P23,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,A24,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,B24,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,C24,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,D24,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,E24,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,F24,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,G24,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,H24,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,I24,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,J24,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,K24,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,L24,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,M24,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,N24,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,O24,,unused,,,,,,,,XUPVQ-2,
BP9735_SitukAM.2,P24,,unused,,,,,,,,XUPVQ-2,
BP4444_RexRM.1,A1,RexRM,sample,1.0,Bright,,,PE20,A1,PE20_A01,XUPVQ-3,A1
BP4444_RexRM.1,B1,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,C1,RexRM,sample,1.0,Bright,,,PE20,B1,PE20_B01,XUPVQ-3,B1
BP4444_RexRM.1,D1,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,E1,RexRM,sample,1.0,Bright,,,PE20,C1,PE20_C01,XUPVQ-3,C1
BP4444_RexRM.1,F1,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,G1,RexRM,sample,1.0,Bright,,,PE20,D1,PE20_D01,XUPVQ-3,D1
BP4444_RexRM.1,H1,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,I1,RexRM,sample,1.0,Bright,,,PE20,E1,PE20_E01,XUPVQ-3,E1
BP4444_RexRM.1,J1,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,K1,RexRM,sample,1.0,Bright,,,PE20,F1,PE20_F01,XUPVQ-3,F1
BP4444_RexRM.1,L1,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,M1,RexRM,sample,1.0,Bright,,,PE20,G1,PE20_G01,XUPVQ-3,G1
BP4444_RexRM.1,N1,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,O1,RexRM,sample,1.0,Bright,,,PE20,H1,PE20_H01,XUPVQ-3,H1
BP4444_RexRM.1,P1,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,A2,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,B2,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,C2,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,D2,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,E2,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,F2,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,G2,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,H2,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,I2,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,J2,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,K2,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,L2,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,M2,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,N2,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,O2,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,P2,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,A3,RexRM,sample,1.0,Bright,,,PE20,A2,PE20_A02,XUPVQ-3,A2
BP4444_RexRM.1,B3,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,C3,RexRM,sample,1.0,Bright,,,PE20,B2,PE20_B02,XUPVQ-3,B2
BP4444_RexRM.1,D3,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,E3,RexRM,sample,1.0,Bright,,,PE20,C2,PE20_C02,XUPVQ-3,C2
BP4444_RexRM.1,F3,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,G3,RexRM,sample,1.0,Bright,,,PE20,D2,PE20_D02,XUPVQ-3,D2
BP4444_RexRM.1,H3,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,I3,RexRM,sample,1.0,Bright,,,PE20,E2,PE20_E02,XUPVQ-3,E2
BP4444_RexRM.1,J3,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,K3,RexRM,sample,1.0,Bright,,,PE20,F2,PE20_F02,XUPVQ-3,F2
BP4444_RexRM.1,L3,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,M3,RexRM,sample,1.0,Bright,,,PE20,G2,PE20_G02,XUPVQ-3,G2
BP4444_RexRM.1,N3,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,O3,RexRM,sample,1.0,Bright,,,PE20,H2,PE20_H02,XUPVQ-3,H2
BP4444_RexRM.1,P3,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,A4,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,B4,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,C4,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,D4,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,E4,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,F4,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,G4,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,H4,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,I4,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,J4,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,K4,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,L4,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,M4,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,N4,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,O4,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,P4,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,A5,RexRM,sample,1.0,Bright,,,PE20,A3,PE20_A03,XUPVQ-3,A3
BP4444_RexRM.1,B5,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,C5,RexRM,sample,1.0,Bright,,,PE20,B3,PE20_B03,XUPVQ-3,B3
BP4444_RexRM.1,D5,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,E5,RexRM,sample,1.0,Bright,,,PE20,C3,PE20_C03,XUPVQ-3,C3
BP4444_RexRM.1,F5,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,G5,RexRM,sample,1.0,Bright,,,PE20,D3,PE20_D03,XUPVQ-3,D3
BP4444_RexRM.1,H5,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,I5,RexRM,sample,1.0,Bright,,,PE20,E3,PE20_E03,XUPVQ-3,E3
BP4444_RexRM.1,J5,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,K5,RexRM,sample,1.0,Bright,,,PE20,F3,PE20_F03,XUPVQ-3,F3
BP4444_RexRM.1,L5,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,M5,RexRM,sample,1.0,Bright,,,PE20,G3,PE20_G03,XUPVQ-3,G3
BP4444_RexRM.1,N5,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,O5,RexRM,sample,1.0,Bright,,,PE20,H3,PE20_H03,XUPVQ-3,H3
BP4444_RexRM.1,P5,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,A6,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,B6,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,C6,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,D6,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,E6,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,F6,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,G6,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,H6,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,I6,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,J6,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,K6,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,L6,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,M6,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,N6,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,O6,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,P6,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,A7,RexRM,sample,1.0,Bright,,,PE20,A4,PE20_A04,XUPVQ-3,A4
BP4444_RexRM.1,B7,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,C7,RexRM,sample,1.0,Bright,,,PE20,B4,PE20_B04,XUPVQ-3,B4
BP4444_RexRM.1,D7,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,E7,RexRM,sample,1.0,Bright,,,PE20,C4,PE20_C04,XUPVQ-3,C4
BP4444_RexRM.1,F7,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,G7,RexRM,sample,1.0,Bright,,,PE20,D4,PE20_D04,XUPVQ-3,D4
BP4444_RexRM.1,H7,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,I7,RexRM,sample,1.0,Bright,,,PE20,E4,PE20_E04,XUPVQ-3,E4
BP4444_RexRM.1,J7,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,K7,RexRM,sample,1.0,Bright,,,PE20,F4,PE20_F04,XUPVQ-3,F4
BP4444_RexRM.1,L7,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,M7,RexRM,sample,1.0,Bright,,,PE20,G4,PE20_G04,XUPVQ-3,G4
BP4444_RexRM.1,N7,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,O7,RexRM,sample,1.0,Bright,,,PE20,H4,PE20_H04,XUPVQ-3,H4
BP4444_RexRM.1,P7,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,A8,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,B8,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,C8,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,D8,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,E8,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,F8,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,G8,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,H8,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,I8,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,J8,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,K8,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,L8,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,M8,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,N8,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,O8,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,P8,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,A9,RexRM,sample,1.0,Bright,,,PE20,A5,PE20_A05,XUPVQ-3,A5
BP4444_RexRM.1,B9,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,C9,RexRM,sample,1.0,Bright,,,PE20,B5,PE20_B05,XUPVQ-3,B5
BP4444_RexRM.1,D9,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,E9,RexRM,sample,1.0,Bright,,,PE20,C5,PE20_C05,XUPVQ-3,C5
BP4444_RexRM.1,F9,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,G9,RexRM,sample,1.0,Bright,,,PE20,D5,PE20_D05,XUPVQ-3,D5
BP4444_RexRM.1,H9,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,I9,RexRM,sample,1.0,Bright,,,PE20,E5,PE20_E05,XUPVQ-3,E5
BP4444_RexRM.1,J9,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,K9,RexRM,sample,1.0,Bright,,,PE20,F5,PE20_F05,XUPVQ-3,F5
BP4444_RexRM.1,L9,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,M9,RexRM,sample,1.0,Bright,,,PE20,G5,PE20_G05,XUPVQ-3,G5
BP4444_RexRM.1,N9,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,O9,RexRM,sample,1.0,Bright,,,PE20,H5,PE20_H05,XUPVQ-3,H5
BP4444_RexRM.1,P9,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,A10,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,B10,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,C10,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,D10,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,E10,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,F10,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,G10,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,H10,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,I10,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,J10,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,K10,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,L10,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,M10,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,N10,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,O10,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,P10,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,A11,RexRM,sample,1.0,Bright,,,PE20,A6,PE20_A06,XUPVQ-3,A6
BP4444_RexRM.1,B11,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,C11,RexRM,sample,1.0,Bright,,,PE20,B6,PE20_B06,XUPVQ-3,B6
BP4444_RexRM.1,D11,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,E11,RexRM,sample,1.0,Bright,,,PE20,C6,PE20_C06,XUPVQ-3,C6
BP4444_RexRM.1,F11,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,G11,RexRM,sample,1.0,Bright,,,PE20,D6,PE20_D06,XUPVQ-3,D6
BP4444_RexRM.1,H11,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,I11,RexRM,sample,1.0,Bright,,,PE20,E6,PE20_E06,XUPVQ-3,E6
BP4444_RexRM.1,J11,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,K11,RexRM,sample,1.0,Bright,,,PE20,F6,PE20_F06,XUPVQ-3,F6
BP4444_RexRM.1,L11,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,M11,RexRM,sample,1.0,Bright,,,PE20,G6,PE20_G06,XUPVQ-3,G6
BP4444_RexRM.1,N11,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,O11,RexRM,sample,1.0,Bright,,,PE20,H6,PE20_H06,XUPVQ-3,H6
BP4444_RexRM.1,P11,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,A12,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,B12,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,C12,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,D12,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,E12,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,F12,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,G12,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,H12,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,I12,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,J12,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,K12,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,L12,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,M12,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,N12,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,O12,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,P12,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,A13,RexRM,sample,1.0,Bright,,,PE20,A7,PE20_A07,XUPVQ-3,A7
BP4444_RexRM.1,B13,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,C13,RexRM,sample,1.0,Bright,,,PE20,B7,PE20_B07,XUPVQ-3,B7
BP4444_RexRM.1,D13,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,E13,RexRM,sample,1.0,Bright,,,PE20,C7,PE20_C07,XUPVQ-3,C7
BP4444_RexRM.1,F13,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,G13,RexRM,sample,1.0,Bright,,,PE20,D7,PE20_D07,XUPVQ-3,D7
BP4444_RexRM.1,H13,,unused,,,,,,,,XUPVQ-3,
BP4444_RexRM.1,I13,RexRM,sample,1.0,Bright,,,PE20,E7,PE20_E07,XUPVQ-3,E7
BP4444_RexRM.1,J13,,unused,,,,,,,,XUPVQ-3,
